Lon,Lat,Clave,Edo,Est,Tmax
-103.88,19.11,DJLCM,COL,P. deriv. Gregorio T. Q. Jala Col.,34.1
-103.81,19.33,PNTCM,COL,P. deriv. PeÒitas Col.,35.1
-104.06,19.39,MINATITLAN,COL,Minatitl·n Col. SMN*,30.9
-104.32,19.05,MANZANILLOob,COL,Observatorio de Manzanillo Col. SMN*,34.2
-104.56,19.15,MMZO,COL,Aeropuerto Internacional de Manzanillo Costalegre Col.*,32.2
-103.73,19.23,COLIMAob,COL,Observatorio de Colima Col. SMN*,34.1
-104.3,19.06,CPMANZANILLOmar,COL,CapitanÌa de Puerto de Manzanillo Col. SEMAR*,32.3
-102.78,24.63,SJGDR,DGO,San Juan de Guadalupe Dgo.,30.9
-104.29,25.56,SPGDR,DGO,San Pedro del Gallo Dgo.,30.4
-104.75,23.96,GVCDR,DGO,Presidente Guadalupe Victoria Dgo.,26.5
-104.67,24.03,DRGDR,DGO,Durango Dgo.,30.3
-104.12,24.44,CGVDR,DGO,Ciudad Guadalupe Victoria Dgo.,26.0
-104.78,24.52,CNTDR,DGO,Canatl·n Dgo.,27.4
-104.81,24.54,CBRDR,DGO,Caboraca Dgo.,24.7
-103.7,24.87,CNCDR,DGO,CuencamÈ Dgo.,31.5
-105.44,25.22,SACDR,DGO,SalomÈ Acosta Dgo.,30.0
-103.77,25.27,FZRDR,DGO,Francisco Zarco Dgo.,33.4
-103.52,25.53,CLRDR,DGO,Ciudad Lerdo Dgo.,32.4
-105.02,25.59,LCRDR,DGO,L·zaro C·rdenas Dgo.,29.5
-103.85,25.82,MPMDR,DGO,MapimÌ Dgo.,33.7
-104.93,26.24,VHGDR,DGO,Villa Hidalgo Dgo.,26.6
-105.51,26.45,VOCDR,DGO,Villa Ocampo Dgo.,33.4
-105.5,26.44,VILLAOCAMPO,DGO,Villa Ocampo Dgo. SMN*,28.4
-104.28,25.08,SLCDR,DGO,San Luis del Cordero Dgo.,29.8
-103.98,23.74,VGCDR,DGO,Vicente Guerrero Dgo.,27.0
-104.92,24.8,GUADR,DGO,GuatimapÈ Dgo.,28.1
-105.57,26.08,SRDDR,DGO,Sardinas Dgo.,26.8
-104.25,23.39,MICHILIA,DGO,La Michilia Dgo. SMN*,22.9
-105.47,24.19,LVEDR,DGO,Las Vegas Dgo. SMN*,23.4
-103.98,26.55,LAFLOR,DGO,La Flor de Jimulco Dgo. SMN*,32.8
-103.75,26.69,MAPIMI,DGO,MapimÌ Dgo. SMN*,34.1
-105.05,23.9,NAVDR,DGO,NavÌos Viejos Dgo.,22.4
-106.98,24.93,TMZDR,DGO,Tamazula Dgo.,35.5
-105.95,25.93,GNCDR,DGO,GuanacevÌ Dgo.,30.1
-104.53,24.13,MMDO,DGO,Aeropuerto Internacional de Durango Dgo.*,26.8
-104.07,25.26,AM2DR,DGO,AgustÌn Melgar Dgo. SMN*,33.2
-102.78,24.64,SJGUADALUPE,DGO,San Juan de Guadalupe Dgo. SMN*,31.1
-105.56,26.44,SGBDR,DGO,San Gabriel Dgo.,33.6
-104.68,23.87,SBYDR,DGO,Santiago Bayacora Dgo.,26.3
-104.05,23.62,SELDR,DGO,Santa Elena Dgo.,24.2
-103.96,24,FVLDR,DGO,Francisco Villa Dgo.,27.5
-102.78,24.56,TGRDR,DGO,El Tigre Dgo.,29.6
-103.44,26.11,THODR,DGO,Tlahualilo Dgo.,34.0
-103.35,24.47,SCLDR,DGO,Santa Clara Dgo.,28.4
-106.37,26.13,ROSDR,DGO,La Rosilla Dgo.,21.3
-104.66,24.2,PAGDR,DGO,PeÒa del Aguila Dgo.,25.3
-104.56,25.18,RDODR,DGO,Rodeo Dgo.,29.3
-103.77,25.27,CFRDR,DGO,CaÒÛn Fern·ndez hidromÈtrica de Francisco Zarco Dgo.,33.4
-105,25.61,PALDR,DGO,Palmito hidromÈtrica de L·zaro C·rdenas Dgo.,29.4
-104.11,25.23,NZSDR,DGO,Nazas Dgo.,32.3
-106.13,24.44,SJRDR,DGO,San JosÈ de los Reyes Dgo.,32.4
-104.49,26.23,DERDR,DGO,El Derrame Dgo.,32.3
-104.75,23.52,LBYDR,DGO,Las Bayas Dgo.,25.9
-104.48,24.94,CTODR,DGO,El Cuarto Dgo.,32.2
-104.77,24.98,CDCDR,DGO,Coneto de Comonfort Dgo.,27.8
-106.7,25.35,LHRDR,DGO,La Huerta Dgo.,32.3
-105.22,25.58,INDDR,DGO,IndÈ Dgo.,26.4
-104,26.39,ELYDR,DGO,El Yermo Dgo.,33.8
-100.52,18.08,AFIGR,GRO,AndrÈs Figueroa Gro.,36.1
-99.61,18.55,TAXGR,GRO,Taxco Gro.,26.5
-98.41,16.47,CNLGR,GRO,Cuajinicuilapa Gro.,34.2
-98.43,16.68,OMEGR,GRO,Ometepec Gro.,33.4
-99.8,16.8,ODAGR,GRO,Observatorio de Acapulco Gro.,35.1
-99.91,16.85,ACAGR,GRO,Acapulco Gro.,32.0
-100.47,17.14,SJEGR,GRO,San JerÛnimo Gro.,34.1
-99.53,17.17,TCOGR,GRO,Tierra Colorada Gro.,31.8
-100.43,17.21,ATYGR,GRO,Atoyac Gro.,35.1
-101.05,17.38,CYQGR,GRO,Coyuquilla Gro.,32.3
-99.45,17.48,PETGR,GRO,Petaquillas Gro.,28.5
-98.6,17.5,TLPGR,GRO,Tlapa Gro.,32.6
-99.5,17.55,CHIGR,GRO,Chilpancingo Gro.,30.5
-99.4,17.57,TXTGR,GRO,Tixtla Gro.,31.7
-99.5,17.6,ODZGR,GRO,Observatorio de Zumpango Gro.,36.5
-99.18,17.61,CHLGR,GRO,Chilapa Gro.,28.5
-99.98,17.79,TLAGR,GRO,Tlacotepec Gro.,20.1
-99.55,18.35,IGLGR,GRO,Iguala Gro.,31.2
-100.66,18.36,CALGR,GRO,Ciudad Altamirano Gro.,35.7
-101,18.42,LCLGR,GRO,La Calera Gro.,31.6
-99.4,18.46,BVSGR,GRO,Buena Vista Gro.,28.5
-99.47,18.3,VTRGR,GRO,Valerio Trujano Gro.,38.0
-99.52,17.58,AERGR,GRO,Observatorio de Chilpancingo Aeropuerto Gro.,30.8
-99.76,16.76,MMAA,GRO,Aeropuerto Internacional de Acapulco Gro.*,31.6
-99.52,18.36,IGUALA,GRO,Iguala Gro. SMN*,33.6
-99.7,17.67,CCHGR,GRO,Chichihualco Gro.,33.0
-98.56,17.55,TLAPA,GRO,Tlapa Gro. SMN*,32.9
-100.66,18.35,CA2GR,GRO,Ciudad Altamirano Gro. SMN*,36.3
-98.5,16.66,QTZGR,GRO,Quetzala Gro.,33.4
-100.02,16.96,LDCGR,GRO,Laguna de Coyuca Gro.,30.4
-99.37,17.47,MCHGR,GRO,Mochitl·n Gro.,30.6
-98.51,17.62,IXTGR,GRO,Ixcateopan de Tlapa Gro.,27.2
-99.5,17.55,CHILPANCINGOob,GRO,Observatorio de Chilpancingo Gro. SMN*,31.0
-99.52,17.23,EOCGR,GRO,El Ocotito Gro.,28.7
-101.06,17.27,PTOVICENTEMAR,GRO,Puerto Vicente Gro. SEMAR*,33.5
-99.1,16.95,AYUGR,GRO,Ayutla Gro.,31.7
-99.23,16.76,LASVIGASGRO,GRO,Las Vigas Gro. SMN*,34.1
-99.66,18.25,COCGR,GRO,Cocula Gro.,33.2
-98.58,17.77,AEROPISTASC,GRO,Aeropista Santa Cruz Gro. PC*,26.4
-99.91,16.82,ISLAROQUETAmar,GRO,Isla Roqueta Gro. SEMAR*,32.8
-101.46,17.61,MMZH,GRO,Aeropuerto Internacional de Ixtapa Zihuatanejo Gro.*,33.4
-101.47,21.07,COMGJ,GTO,Comanjilla Gto.,25.0
-101.22,21.48,SFEGJ,GTO,San Felipe Gto.,22.8
-100.36,20.2,CORGJ,GTO,Coroneo Gto.,22.2
-101.11,21.32,LQMGJ,GTO,La Quemada Gto.,24.1
-100.75,20.58,SMOGJ,GTO,San Miguel Octopan Gto.,25.1
-100.71,20.03,ACNGJ,GTO,Ac·mbaro Gto.,28.0
-100.67,20.06,SLSGJ,GTO,SolÌs Gto.,26.3
-100.9,20.28,ECBGJ,GTO,El Cubo Gto.,26.0
-100.89,20.22,SLVGJ,GTO,Salvatierra Gto.,26.8
-101.07,20.29,LDYGJ,GTO,Laguna de Yuriria Gto.,29.0
-101.07,20.3,SRTGJ,GTO,Santa Rita Gto.,30.2
-101.18,20.38,VDSGJ,GTO,Valle de Santiago Gto.,26.2
-101.54,20.45,ABSGJ,GTO,Abasolo Gto.,27.7
-101.74,20.44,GLNGJ,GTO,La Golondrina Gto.,26.3
-100.62,20.45,APSGJ,GTO,Apaseo el Alto Gto.,26.3
-100.96,20.49,CRTGJ,GTO,Cort·zar Gto.,28.1
-101.63,20.5,ATBGJ,GTO,Agua Tibia Gto.,28.6
-101.11,20.52,PERGJ,GTO,Pericos Gto.,26.5
-100.82,20.54,CLYGJ,GTO,Celaya Gto.,25.1
-100.58,20.55,AMCGJ,GTO,Ameche Gto.,26.2
-101.2,20.57,SLMGJ,GTO,Salamanca Gto.,28.2
-101.67,20.62,CRMGJ,GTO,Cuer·maro Gto.,28.5
-101.84,20.68,LADGJ,GTO,Las Adjuntas Gto.,26.7
-101.35,20.68,IRPGJ,GTO,Irapuato Gto.,29.1
-101.37,20.72,ECNGJ,GTO,El Conejo Gto.,27.3
-100.83,20.85,IALGJ,GTO,Ignacio Allende Gto.,25.5
-101.29,20.87,PRSGJ,GTO,La PurÌsima Gto.,27.4
-100.9,20.95,CSRGJ,GTO,Cinco SeÒores Gto.,24.2
-101.84,21.05,BRRGJ,GTO,El Barrial Gto.,25.3
-101.69,21.14,LENGJ,GTO,LeÛn Gto.,28.2
-101.68,21.17,EPLGJ,GTO,El Palote Gto.,28.2
-101.67,21.2,CSTGJ,GTO,Los Castillos Gto.,27.3
-101.48,21.65,OCMGJ,GTO,Ocampo Gto.,21.9
-100.88,20.4,LGVGJ,GTO,Presa la Gavia Gto.,27.7
-101.24,20.87,ECHGJ,GTO,El ChapÌn Gto.,27.9
-100.88,21.1,PNLGJ,GTO,PeÒuelitas Gto.,24.2
-99.83,21.32,SGORDAII,GTO,Sierra Gorda 2 Gto. SMN*,21.5
-101.27,21.01,GTOGJ,GTO,Observatorio de Guanajuato Gto.,28.5
-101.02,20.4,SJLGJ,GTO,Santa Julia Gto.,26.4
-101.48,20.99,MMLO,GTO,Aeropuerto Internacional de Guanajuato Gto.*,25.4
-101.37,20.71,ANSGJ,GTO,Arandas Gto.,27.4
-100.67,20.05,SL2GJ,GTO,Solis Gto.,26.4
-100.82,20.85,PALGJ,GTO,Presa Allende Gto. SMN*,26.3
-101.25,21.02,GUANAJUATOob,GTO,Observatorio de Guanajuato Gto. SMN*,27.3
-101.36,20.28,LJIGJ,GTO,Las JÌcamas Gto.,26.1
-102,20.8,FRIAS,GTO,FrÌas Gto. ProtecciÛn Civil*,27.7
-100.53,21.3,SANLUISPC,GTO,San Luis de la Paz Gto. CEPCGTO*,23.0
-100.61,20.46,APASEOPC,GTO,Apaseo el Alto Gto. CEPCGTO*,25.0
-101.5,21.01,SILAOPUERTOPC,GTO,Silao Puerto Interior Gto. CEPCGTO*,27.4
-101.17,21.03,VILLALPANDOPC,GTO,Villalpando Gto. CEPCGTO*,17.4
-100.15,21.14,TIERRABLANCAPC,GTO,Tierra Blanca Gto. CEPCGTO*,26.5
-100.33,21.14,DOCTORMORAPC,GTO,Doctor Mora Gto. CEPCGTO*,22.7
-101.43,21.21,SANFELIPEPC,GTO,San Felipe Gto. CEPCGTO*,21.5
-99.72,21.27,ATARJEAPC,GTO,Atarjea Gto. CEPCGTO*,27.3
-100.75,20.9,SMAGJ,GTO,San Miguel de Allende Gto.,26.5
-101.63,20.51,CORRALEJO,GTO,Corralejo Hidalgo Gto. ProtecciÛn Civil*,28.4
-101.25,21.02,EMAACAUGPC,GTO,Observatorio de la Universidad de Guanajuato Gto. CEPCGTO*,25.5
-100.76,20.05,SANLORENZOGJ,GTO,San Lorenzo Gto. INIFAP*,25.6
-100.48,20.06,PUROAGUITA,GTO,Puroag¸ita Gto. INIFAP*,25.3
-101.25,20.21,SANVICENTEINIFA,GTO,San Vicente Gto. INIFAP*,27.2
-100.91,20.24,HUATZINDEO,GTO,Huatzindeo Gto. INIFAP*,26.8
-101.06,20.28,VICTORIACORTAZA,GTO,Victoria de Cort·zar Gto. INIFAP*,27.6
-100.79,20.28,ELFRANCES,GTO,El FrancÈs Gto. INIFAP*,26.7
-100.57,20.3,SANANTONIOGJ,GTO,San Antonio Gto. INIFAP*,24.4
-101.78,20.3,LAGAVILANA,GTO,La Gavilana Gto. INIFAP*,29.5
-101.92,20.39,SANTAANA,GTO,Santa Ana Gto. INIFAP*,27.0
-101.12,20.4,VILLADIEGO,GTO,Villadiego Gto. INIFAP*,26.9
-101.63,20.41,MONTEBELLO,GTO,Montebello Gto. INIFAP*,28.8
-100.6,20.43,LOSTECOLOTES,GTO,Los Tecolotes Gto. INIFAP*,25.7
-101.35,20.44,LASESTACAS,GTO,Las Estacas Gto. INIFAP*,28.0
-101.53,20.56,PROVIDENCIAGJ,GTO,Providencia Gto. INIFAP*,26.7
-101.07,20.58,LOSAGUILARES,GTO,Los Aguilares Gto. INIFAP*,28.2
-100.83,20.59,CEBAJgp,GTO,Campo Experimental del BajÌo Gto. INIFAP*,27.3
-101.21,20.62,ELFUERTEINIFAP,GTO,El Fuerte Gto. INIFAP*,28.1
-100.79,20.72,PURISIMADECHAMA,GTO,Purisima de Chamacuero Gto. INIFAP*,27.0
-101.33,20.74,ELCOPAL,GTO,El Copal Gto. INIFAP*,26.6
-101.54,20.85,ELHUARICHO,GTO,El Huaricho Gto. INIFAP*,27.2
-101.65,21.01,AGROEDUCA,GTO,Agroeduca Gto. INIFAP*,26.8
-101.44,21.02,LAHACIENDA,GTO,La Hacienda Gto. INIFAP*,26.4
-100.63,21.04,LAMINAGJ,GTO,La Mina Gto. INIFAP*,24.1
-101.84,21.05,ELBARRIAL,GTO,El Barrial Gto. INIFAP*,26.2
-100.45,21.07,ELGALOMO,GTO,El Galomo Gto. INIFAP*,24.2
-100.78,21.19,ELCARDONAL,GTO,El Cardonal Gto. INIFAP*,24.7
-100.59,21.26,ELJARDIN,GTO,El JardÌn Gto. INIFAP*,23.5
-101.14,21.36,ELVERGELGJ,GTO,El Vergel Gto. INIFAP*,24.3
-101.48,21.81,SANFRANCISCOGJ,GTO,San Francisco Gto. INIFAP*,23.2
-99.31,19.96,PRQHD,HGO,Requena Hgo.,26.4
-98.75,20.12,PCOHD,HGO,Observatorio de Pachuca Hgo.,24.3
-99.36,20.16,ENDHD,HGO,EndhÛ Hgo.,25.9
-99.22,20.24,MXQHD,HGO,Mixquiahuala Hgo.,24.7
-99.33,20.36,PRGHD,HGO,Javier Rojo GÛmez Hgo.,22.7
-99.38,20.44,PVAHD,HGO,Vicente Aguirre Hgo.,22.7
-99.22,20.48,IXMHD,HGO,Ixmiquilpan Hgo.,24.9
-98.76,20.59,LMTHD,HGO,Metztitl·n Hgo.,29.9
-98.35,21.02,ATCHD,HGO,Atlapexco Hgo.,33.8
-98.42,21.15,HJTHD,HGO,Huejutla Hgo.,32.1
-98.72,20.19,ELCHICO,HGO,El Chico Hgo. SMN*,16.6
-98.08,20.46,HHTHD,HGO,Huehuetla Hgo.,33.1
-98.37,20.08,TLGHD,HGO,Observatorio de Tulancingo Hgo.,25.0
-98.6,21.17,ORZHD,HGO,San Felipe Orizatl·n Hgo.,30.8
-99.71,20.32,HUICHAPAN,HGO,Huichapan Hgo. SMN*,24.5
-98.47,19.73,ITESAAPAN,HGO,ITESA Apan Hgo. SMN*,22.1
-99.35,20.06,TLRHD,HGO,Tula Las Rosas Hgo.,24.7
-98.36,20.08,TULANCINGOob,HGO,Observatorio de Tulancingo Hgo. SMN*,23.7
-98.37,21.15,HUEHD,HGO,Huejutla Hgo. SMN*,33.7
-98.75,20.12,PACHUCAob,HGO,Observatorio de Pachuca Hgo. SMN*,24.1
-98.94,19.85,PMTMX,HGO,Manantial Hgo.,26.1
-103.42,20.44,TLAJOMULCO,JAL,Tlajomulco Jal. SMN*,27.7
-104.57,19.23,CIHJL,JAL,Cihuatl·n Jal.,35.1
-103.2,20.29,LDCJL,JAL,Lago de Chapala Jal.,26.9
-102.71,20.29,JMYJL,JAL,Jamay Jal.,28.2
-103.09,20.4,ATQJL,JAL,Atequiza Jal.,30.1
-102.25,20.48,HUAJL,JAL,Huascato Jal.,28.2
-104.05,20.55,RAMJL,JAL,RÌo Ameca Jal.,31.8
-103.32,20.58,TLAJL,JAL,Tlaquepaque Jal.,31.3
-103.85,20.6,VEGJL,JAL,Ing. Santiago Camarena Jal.,32.8
-103.35,20.68,GUAJL,JAL,Guadalajara Centro Jal.,27.4
-103.45,21.07,CXTJL,JAL,Cuixtla Jal.,34.0
-101.85,21.35,SAUJL,JAL,La Sauceda Jal.,26.3
-101.92,21.36,LDMJL,JAL,Lagos de Moreno Jal.,27.1
-102.58,21.45,TCAJL,JAL,Teocaltiche Jal.,28.1
-101.74,21.5,CRTJL,JAL,El Cuarenta Jal.,27.2
-102.77,19.29,CHLMC,JAL,ConstituciÛn de Apatzing·n Jal.,32.7
-103.78,21.83,BLNJL,JAL,BolaÒos Jal.,33.8
-103.23,22.33,ACHZC,JAL,Achimec Jal.,26.9
-103.72,22.41,BCSJL,JAL,Bocas Jal.,31.2
-101.92,21.37,OLMJL,JAL,Observatorio de Lagos de Moreno Jal.,28.9
-104.29,19.85,ELCJL,JAL,El Corcovado Jal.,36.0
-104.78,20.48,CRNJL,JAL,Corrinchis Jal.,27.2
-103.92,19.46,SMANANTLANI,JAL,Sierra Manatl·n 1 Jal. SMN*,22.3
-105.13,20,RIOTOMATLAN,JAL,RÌo Tomatl·n Jal. SMN*,33.3
-103.2,20.29,CHAJL,JAL,Chapala 1 Jal. SMN*,27.5
-103.47,19.7,CGZJL,JAL,Observatorio de Ciudad Guzm·n Jal.,30.0
-103.32,20.29,PBRJL,JAL,Piedra Barrenada Jal.,27.1
-105.22,20.59,CULJL,JAL,Cuale Jal.,33.3
-103.39,20.71,GUCJL,JAL,Observatorio de Guadalajara Jal.,29.4
-105.13,20,CPEJL,JAL,CajÛn de PeÒa Jal.,34.1
-102.98,20.68,EGCJL,JAL,Ing. ElÌas Gonz·lez Ch·vez Jal.,29.0
-103.31,20.53,MMGL,JAL,Aeropuerto Internacional de Guadalajara Jal.*,27.8
-105.25,20.68,MMPR,JAL,Aeropuerto Internacional de Puerto Vallarta Jal.*,32.2
-104.37,19.98,TMLJL,JAL,RamÛn Corona Madrigal General Jal.,28.4
-103.2,22.17,TENJL,JAL,Tenasco Jal.,27.4
-103.34,20.72,EXPJL,JAL,La Experiencia Jal.,27.5
-104.56,19.63,CHFJL,JAL,El ChiflÛn Jal.,34.3
-103.86,20.51,SALJL,JAL,El Salitre Jal.,30.4
-104.15,19.55,SMANANTLANII,JAL,Sierra Manatl·n 2 Jal. SMN*,17.5
-103.59,19.59,NEVADOCOLIMA,JAL,Nevado de Colima Jal. SMN*,14.2
-103.45,20.75,BAZJL,JAL,Base AÈrea Zapopan Jal.,26.6
-103.37,19.56,QUTJL,JAL,Quito Jal.,27.2
-104.06,19.91,BBAJL,JAL,Basilio Vadillo Jal.,37.1
-103.25,22.13,CLTJL,JAL,Observatorio de Colotl·n Jal.,29.0
-103.39,20.71,COLJL2,JAL,Los Colomos Jal. SMN*,27.7
-105.18,19.65,HIGJL,JAL,Higuera Blanca 2 Jal.,33.3
-104.59,20.25,RODJL,JAL,El Rodeo Jal.,27.5
-105.21,20.73,LDBJL,JAL,La Desembocada Jal.,34.4
-105.24,20.66,PVALLARTAmar,JAL,Puerto Vallarta Jal. SEMAR*,32.4
-102.82,21.01,CUNJL,JAL,La CuÒa Jal.,27.4
-103.4,18.97,TRJCM,JAL,Solidaridad Jal.,36.8
-103.36,20.58,PITJL,JAL,PIAE Toluquilla Jal.,28.6
-102.7,21.04,ESLJL,JAL,El Salto Jal.,24.4
-102.44,21.6,AJJJL,JAL,Ajojucar Jal.,28.4
-103.39,20.71,GUADALAJARAob,JAL,Observatorio de Guadalajara  Jal. SMN*,29.0
-103.46,19.73,CDGUZMANob,JAL,Observatorio de Ciudad Guzm·n Jal. SMN*,29.0
-101.94,21.35,LMORENOob,JAL,Observatorio de Lagos de Moreno Jal. SMN*,28.0
-103.04,20.17,TIZJL,JAL,Tizap·n Jal. SMN*,28.0
-104.79,20.53,MSCJL,JAL,Mascota Jal.,28.6
-102.5,21.3,SGRJL,JAL,San Gaspar de los Reyes Jal.,27.4
-103.27,22.11,COLOTLANob,JAL,Observatorio de Colotl·n Jal. SMN*,29.2
-99.61,19.43,TROMX,MEX,Trojes MÈx.,24.3
-98.87,19.19,SLAMX,MEX,San Luis Ameca MÈx.,22.6
-99.51,19.2,CGCMX,MEX,Gerencia Conagua CODAGEM MÈx.,22.3
-99.28,19.45,PTLMX,MEX,Presa Totolica MÈx.,21.7
-99.78,19.46,PIRMX,MEX,Ignacio RamÌrez MÈx.,21.2
-99.7,19.47,SBBMX,MEX,JosÈ Antonio Alzate MÈx.,22.9
-99.22,19.48,MBLMX,MEX,Molino Blanco MÈx.,24.9
-98.88,19.48,CHPMX,MEX,Chapingo MÈx.,24.4
-99.22,19.57,ARBMX,MEX,Las Arboledas MÈx.,24.0
-98.92,19.58,GRDMX,MEX,La Grande MÈx.,23.8
-99.19,19.62,OBSMX,MEX,San MartÌn Obispo MÈx.,23.6
-99.05,19.63,K27MX,MEX,km 27+250 MÈx.,25.1
-99.96,19.66,TPTMX,MEX,San AndrÈs Tepetitl·n MÈx.,20.3
-99.3,19.7,CNPMX,MEX,La ConcepciÛn MÈx.,23.8
-99.86,20.04,PNDMX,MEX,—adÛ MÈx.,20.1
-99.7,20.05,HPNMX,MEX,Huapango MÈx.,19.7
-99.74,20.12,PMNMX,MEX,El Molino MÈx.,20.0
-98.91,19.53,SADMX,MEX,San AndrÈs MÈx.,24.1
-98.91,19.54,ATEMX,MEX,Atenco MÈx.,25.3
-99.39,19.83,TXMHD,MEX,Taxhimay MÈx.,28.5
-99.8,19.63,SMLMX,MEX,Santa MarÌa del Llano MÈx.,21.8
-99.79,19.83,PFBMX,MEX,Francisco JosÈ Trinidad Fabela MÈx.,21.5
-99.94,18.93,TESMX,MEX,Texcaltitl·n MÈx.,22.3
-99.8,19.34,TBRMX,MEX,Tres Barrancas MÈx.,21.2
-99.91,19.86,TJCMX,MEX,El Tejocote MÈx.,22.5
-99.74,19.59,SLBMX,MEX,San Bartolo del Llano MÈx.,23.2
-99.68,19.12,NEVMX,MEX,Nevado de Toluca MÈx. SMN*,9.5
-99.42,18.99,OCUMX,MEX,Ocuil·n de Arteaga MÈx,23.2
-99.71,19.29,COBMX,MEX,Observatorio de Toluca MÈx.,23.5
-100.08,19.38,VALLEDEBRAVO,MEX,Valle de Bravo MÈx. SMN*,22.5
-99.28,19.45,TTLMX,MEX,Totolica hidromÈtrica MÈx.,24.2
-99.12,19.9,TTQMX,MEX,Tajo de Tequixquiac MÈx,24.8
-99.57,19.34,MMTO,MEX,Aeropuerto Internacional de Toluca Edo. de MÈx.*,20.3
-99.24,19.45,EMOMX,MEX,El Molinito RÌo Hondo MÈx.,25.5
-99.73,18.93,PDZMX,MEX,Porfirio DÌaz MÈx.,20.8
-99.52,19.57,CCAMX,MEX,Cerro Catedral MÈx. SMN*,12.5
-99.87,19.78,ATLMX,MEX,Atlacomulco MÈx. SMN*,21.9
-99.24,19.47,CCHN,MEX,Colegio de Ciencias y Humanidades Naucalpan MÈx. UNAM*,24.2
-99.01,19.75,MMSM,MEX,Aeropuerto Internacional Felipe ¡ngeles MÈx.,23.2
-99.87,19.78,ATPMX,MEX,Atlacomulco Prepa. MÈx.,20.6
-100.05,19.06,TEMMX,MEX,Temascaltepec MÈx.,25.9
-100.05,19.05,TMSMX,MEX,Temascaltepec MÈx.,25.8
-99.25,19.64,GDLMX,MEX,Guadalupe MÈx.,21.5
-98.86,19.64,SNLMX,MEX,San Lucas MÈx.,24.8
-99.56,19.88,DNXMX,MEX,Danxho MÈx.,25.2
-99.38,19.29,INNSE,MEX,Investigaciones Nucleares MÈx. SGIRPC*,17.8
-99.03,19.39,NEZSE,MEX,NezahualcÛyotl MÈx. SGIRPC*,24.6
-99.03,19.53,SAGSE,MEX,San AgustÌn MÈx. SGIRPC*,24.9
-99.1,19.66,VIFSE,MEX,Villa de las Flores MÈx. SGIRPC*,24.1
-99.2,19.72,CUTSE,MEX,Cuautitl·n MÈx. SGIRPC*,23.6
-98.89,19.27,CHOSE,MEX,Chalco MÈx. SGIRPC*,25.1
-100.44,18.78,BEJMX,MEX,Bejucos MÈx.,29.0
-100.14,19.31,DONATOGUERRA,MEX,Donato Guerra MÈx. SMN*,18.6
-99.26,19.52,EDOMEXNmar,MEX,EdoMÈx.Norte Edo. de MÈx. SEMAR*,25.5
-99.27,19.52,PREMX,MEX,Presa MadÌn MÈx. SMN*,24.0
-99.28,19.45,TOTMX,MEX,Totolica MÈx,21.8
-99.28,19.57,SNJMX,MEX,San Juan MÈx,24.2
-98.66,19.12,ALTZOMONI,MEX,Altzomoni MÈx. SMN*,13.2
-102.37,19.08,APTMC,MICH,Apatzing·n Mich.,33.3
-102.87,19.21,LOLMC,MICH,Los Olivos Mich.,30.9
-101.04,19.83,PDBMC,MICH,Planta de bombeo Mich.,29.2
-101.2,19.7,MNOMC,MICH,Morelia Norte Mich.,27.1
-101.1,19.7,MCEMC,MICH,Morelia Centro Mich.,25.9
-100.55,19.7,CHIMC,MICH,Ciudad Hidalgo Mich.,24.7
-100.87,19.83,MLPMC,MICH,MalpaÌs Mich.,27.0
-102.65,19.84,SJUMC,MICH,San Juanico Mich.,25.9
-100.44,19.89,MRVMC,MICH,MaravatÌo Mich.,27.5
-102.14,19.96,UREMC,MICH,Urepetiro Mich.,24.4
-102.27,19.97,CHAMC,MICH,Chaparaco Mich.,26.3
-100.23,20,TEPMC,MICH,Tepuxtepec Mich.,22.2
-102.72,20.07,SAHMC,MICH,Sahuayo Mich.,29.6
-102.4,20.1,SSIMC,MICH,San SimÛn Mich.,30.3
-101.72,20.13,MOCMC,MICH,Melchor Ocampo Mich.,25.4
-101.86,20.21,CORMC,MICH,Corrales Mich.,27.7
-102.44,20.3,DGNMC,MICH,De Gonzalo Mich.,31.9
-101.46,20.32,CBLMC,MICH,Casa Blanca Mich.,29.6
-102,20.35,LPDMC,MICH,La Piedad Mich.,30.4
-102.6,19.96,JARMC,MICH,Jaripo Mich.,30.0
-102.54,19.98,GUAMC,MICH,Guaracha Mich.,30.9
-102.42,20.18,BIBMC,MICH,Barraje de Ibarra Mich.,32.0
-102.46,20.21,SCRMC,MICH,San CristÛbal Mich.,29.3
-102.21,18.02,MLCMC,MICH,Melchor Ocampo L.C. Mich.,35.6
-101.18,19.69,MORMC,MICH,Observatorio de Morelia Mich.,26.8
-102.04,19.4,MMPN,MICH,Aeropuerto Internacional de Uruapan Mich.*,24.2
-101.03,19.85,MMMM,MICH,Aeropuerto Internacional de Morelia Mich.*,25.5
-102.37,19.08,APAMC,MICH,Apatzing·n Mich. SMN*,34.3
-101.99,20.23,ADUMC,MICH,Adjuntas Mich.,25.9
-102.08,19.42,URUAPAN,MICH,Uruapan Mich. SMN*,25.5
-100.29,19.54,MMONII,MICH,Mariposa Monarca 2 Mich. SMN*,16.9
-102.18,17.94,LCARDENASMAR,MICH,L·zaro C·rdenas Mich. SEMAR*,34.1
-100.68,19.62,PUCMC,MICH,Pucuato Mich.,22.7
-100.45,19.97,EGIMC,MICH,El Gigante Mich.,26.2
-101.26,19.63,COIMC,MICH,Cointzio Mich.,24.1
